1000001100000100,10000000010100011,11110111000111011
1010101111111110,11000010111110110,10001111011111011
1101000110001011,00110101111000110,10001011111010000
0011111001001011,00000100111000111,01111111111001100
1101101111101000,01010000110011110,10011100101111110
0111010110011100,10000100001010111,00100000010111111
1000010100001000,10000001000110100,11101111010010111
1101111000100001,01010110110101100,10100001111110010
0110001001011000,10100000101000010,01010101010110111
1011001100111110,11010111111101100,10000110011011110
1101100010111101,01001000110100011,10010110101111100
1000110110101111,10000111011000000,11010101001101011
0001011100110000,01101011011110100,01000101011111101
0101011001111100,10111100000100101,01101100011110101
1111101111010011,01111111010110110,11110011010001001
1111111001010011,01111111111001011,11111011000110111
0011001001100001,00101010110010001,01111000100111111
1001011101101101,10010100100001011,10111010100000010
1001111110010001,10100100101111000,10100110010001010
0010001101011111,01010010010101011,01100001111111011
0101011001101000,10111101110001110,01101101100001110
1101101011010111,01001101101010111,10011010010001010
1001100100001011,10010111111001010,10110101100010111
1101111101001001,01011000010010110,10100011010101110
0101000101011111,11001011111011110,01110100111010110
0101010111001101,10111111011111110,01101110100011000
0000110101110001,01111001010001110,00101000111001101
1010111011101011,11001011111011110,10001011000101001
1100110000110100,00100110001000100,10000101110100101
1010010010001110,10110000110000000,10011011011111101
0111001000110011,10000111011000000,00101010110010100
1010101100011101,11000001001110111,10010000011101010
0011111000101101,00000100111000111,01111111111001100
0011000110110101,00101100101010100,01110111111100010
1001110001111001,10011110000000101,10101101101010100
1110010000101100,01100011010000000,10101111001100001
0100011001000101,11101101010100100,01111110100111111
0111011001101000,10000011101011100,00011110011011110
1101010011011010,00111110110001000,10010000011101010
0011101100110111,00001110101101110,01111111001001001
1001101010110110,10011010010001011,10110010010101000
0101110011010000,10101100001001001,01100000101100010
1000000011010110,10000000000010101,11111101000110110
0110001110011011,10011110000000101,01010010010101011
0110000000010100,10100100101111000,01011001101110101
1111100110110101,01111110010100001,11101011010110000
0000110010100010,01111001100100000,00101000000010100
0110111110111001,10001010010010001,00110010001111010
1111010011110010,01111011010011101,11011101101100110
0111101000001011,10000001011000001,00010010101011100
1000111100101000,10001000110001010,11010001011101011
1010010101100111,10110010010101000,10011010010001010
0100001000101011,11111001000111001,01111111110011100
0100000100000000,11111101000110111,01111111111101011
1001110010010000,10011110000000101,10101101101010100
1110001100110111,01100001111111010,10101101101010100
0110010111010110,10011001000100100,01001100000100100
1100101010110010,00100000010111110,10000100001010110
1010110011011000,11000110100001101,10001101101001000
1011010111101111,11100001100100010,10000011101011011
1001011111110000,10010101100111110,10111000110101011
0001110011011101,01100000101100001,01010011110110110
0010110001110001,00111011010000010,01110001011100101
1100110101111100,00101000111001010,10000110101110001
1001111010000001,10100001111110011,10101001001010011
0100111110000100,11001111100111001,01110110011111011
1001110111001011,10100000101000010,10101010101001000
1010110101001101,11000110100001101,10001101101001000
1100001001110101,00000110111000110,10000000001100011
1011001001001110,11010101001101110,10000111011000000
0011000001100100,00110000011000110,01110110011111011
0010000100011110,01011000010010110,01011100101010001
0100111011111011,11010001011101110,01110111001110101
0101111101010000,10100111101101001,01011100101010001
1000011011110001,10000010000001100,11101001010111110
0101101111110111,10101111001100001,01100011010000001
1101110110101001,01010101010110111,10100000101000001
1011100110110111,11101101010100100,10000001011000000
1101010010010110,00111110110001000,10010000011101010
1100100000011100,00011000100101111,10000010011001000
1101111101100111,01011001101110101,10100100101110111
0000011010000010,01111110010100001,00010100101001111
0110000100110010,10100011010101111,01011000010010110
0100100100110010,11100011100000111,01111100110001111
1000000110010110,10000000000110100,11111011000110111
1010000011100000,10100111101101001,10100011010101110
0000011101010111,01111101111110011,00010110101000001
1110110011001111,01110010010110110,11000110100001100
0011100000001001,00011000100101111,01111101100110111
1110110111100101,01110011001111011,11001000010100011
0111001110110011,10000101110100110,00100110001000101
0010000010001110,01011001101110101,01011011010001000
1000010111011001,10000001011000001,11101101010100011
1001000100010000,10001011000101011,11001011111011011
1100010010110111,00001110101101110,10000000110110110
1110101100111011,01101111100010100,11000001001110110
1001001101100001,10001110100011011,11000100101111100
1111000011010110,01110111001110101,11010001011101011
1011000010110111,11010001011101110,10001000110001010
1110011110001001,01101001010000010,10110111001011100
1111011000100000,01111100010100011,11100001100100001
1110100110100101,01101101100001101,10111101110001101
0111101001011111,10000001000110100,00010000101101000
0000011011011010,01111110010100001,00010100101001111
1110011110111000,01101010011000001,10111000110101011
0000100010110000,01111101001101011,00011010100010010
0111100110111001,10000001101011110,00010100101001111
0110110001000100,10001110100011011,00111011010000011
0001111001011010,01011110000001100,01010110110101100
1011111010111110,11111011000111000,10000000000110011
1100011001101111,00010100101001110,10000001101011101
1100010110011001,00010000101100111,10000001000110011
1100001011010001,00001000111000011,10000000010100010
0101101011100010,10110010010101000,01100101101110101
1100101101001111,00100010010011000,10000100101100001
1101011000110101,01000010001110001,10010010011110001
0101011101011101,10111010100000010,01101011011110101
1011010100111011,11011101101100111,10000100101100001
0100100110011011,11100001100100010,01111100010100100
1001110010010011,10011110000000101,10101101101010100
1010000111100011,10101001001010011,10100001111110010
0111010001011000,10000101001111101,00100100001110010
0111101111000110,10000000101001001,00001100101110110
0000100001000011,01111101001101011,00011010100010010
1001001000000100,10001100110000100,11001000010100011
0100100001001011,11100101011101110,01111101001101100
0011010100101111,00100010010011000,01111011010011110
1011000100101110,11010011010101011,10001000000011101
0110011101011011,10010110101111101,01001000110100011
1000100110111001,10000011101011100,11100001100100001
0000110110000110,01111001010001110,00101000111001101
1110101000001101,01101101100001101,10111101110001101
0010011111110011,01000111001010100,01101010011000010
1110001000110110,01011111010111101,10101010101001000
0111101011011100,10000001000110100,00010000101101000
0010101011010110,00111110110001000,01101111100010101
0110011100011110,10010110101111101,01001000110100011
1110101111111011,01110000100000011,11000010111110101
1110001110111001,01100001111111010,10101101101010100
1011001111001100,11011001110111011,10000101110100101
0011111100111001,00000010111001000,01111111111101011
1111011011101111,01111100110001110,11100011100000110
1101110110011010,01010101010110111,10100000101000001
1010111000101000,11001010000111001,10001011111010000
1111001000110111,01111000100111111,11010101001101011
0001101010001000,01100101101110100,01001101101010111
0000110001010110,01111010001011001,00100110001000101
1110001010110100,01100000101100001,10101100001001001
1011001001011100,11010101001101110,10000111011000000
1011011000100100,11100001100100010,10000011101011011
0010000110000011,01010110110101100,01011110000001101
0010000100101000,01011000010010110,01011100101010001
1100101000000001,00011110011011101,10000011101011011
0100011000110110,11101101010100100,01111110100111111
1010001001001101,10101010101001000,10100000101000001
1000010011000000,10000000110110111,11110001010010000
0111000100010111,10001000110001010,00101110100010100
1101011011101101,01000011111011010,10010011100001010
1001111100011100,10100011010101111,10100111101101001
1111010000100101,01111010110000010,11011011110001101
1101111001010110,01010110110101100,10100001111110010
1111000001010101,01110110011111001,11001111100110110
0101110011110110,10101100001001001,01100000101100010
0100111000010111,11010101001101110,01111000100111111
1111100011111111,01111101111110011,11101001010111110
0100001001000100,11111001000111001,01111111110011100
1011000110100011,11010011010101011,10001000000011101
0110011010111101,10010111111001010,01001010011101000
0000010000100100,01111111010110110,00001100101110110
1101111010010001,01010110110101100,10100001111110010
0000101011011111,01111011010011101,00100010010011001
1100011000111100,00010010101011011,10000001011000000
1011001111010100,11011001110111011,10000101110100101
0010110110000110,00110111101011011,01110011001111100
1110101001010110,01101110100010111,10111111011111101
1100010000010000,00001100101110101,10000000101001000
0010101111110001,00111101000001001,01110000100000100
0000010001001111,01111111010110110,00001100101110110
1111011001100001,01111100010100011,11100001100100001
1000010100000000,10000001000110100,11101111010010111
1111010100100100,01111011010011101,11011101101100110
0100010110000111,11101111010011000,01111110111001100
1010101001001101,10111111011111110,10010001011100111
1011001000001000,11010101001101110,10000111011000000
0110000110101010,10100001111110011,01010110110101100
1110100101011100,01101100011110100,10111100000100100
1010000011111001,10100111101101001,10100011010101110
0100001011001010,11110111000111100,01111111101011101
1110100110100011,01101101100001101,10111101110001101
0000110001110010,01111010001011001,00100110001000101
0001001100010001,01110010010110110,00111001011110011
1101110100010001,01010011110110110,10011111010011101
1011110001011101,11110101010000101,10000000011101011
1010101100010001,11000001001110111,10010000011101010
0000001000011001,01111111110011011,00000110111000111
1111011111111001,01111101100110110,11100111011001111
0010011101001110,01001000110100011,01101001010000011
0111111110100000,10000000000000110,00000000111001001
1110100101010011,01101100011110100,10111100000100100
1000100100111001,10000011001110001,11100011100000110
0000111001101100,01110111111100010,00101100101010111
0000110010101100,01111001100100000,00101000000010100
0000000011011010,01111111111101010,00000010111001001
0001110101111101,01011111010111101,01010101010110111
0010110101011000,00110111101011011,01110011001111100
0000000101100011,01111111111001011,00000100111001000
0011111000110001,00000100111000111,01111111111001100
0010011000110111,01001100000100100,01100110111011100
0001011010011001,01101100011110100,01000011111011011
1011001010110001,11010111000110101,10000110101110001
1000111110000110,10001001100000110,11001111100110110
1100011100100011,00010110101000000,10000010000001011
1111010000100100,01111010110000010,11011011110001101
0110101001000110,10010001011101000,01000000100000010
0011011111000010,00011010100010001,01111101001101100
1010100001110101,10111010100000010,10010100100001010
1001111011000101,10100011010101111,10100111101101001
1101010100000101,00111110110001000,10010000011101010
0110010000100000,10011100101111111,01010000110011110
0111111001001101,10000000000110100,00000100111001000
0010000001000001,01011001101110101,01011011010001000
1011101111100110,11110011010001010,10000000101001000
1111101010110101,01111110111001011,11101111010010111
1000100010111100,10000010110010100,11100101011101101
0000010111010011,01111110100111110,00010010101011100
1000101010111001,10000100001010111,11011111101000000
0111110000001111,10000000101001001,00001100101110110
1111110101100010,01111111101011100,11110111000111011
0100101100000111,11011101101100111,01111011010011110
1101010010000011,00111101000001001,10001111011111011
0001001110001000,01110001011100100,00111011010000011
0111010111101010,10000011101011100,00011110011011110
0111101101111111,10000000110110111,00001110101101111
1101010001111111,00111101000001001,10001111011111011
1110011011100011,01101000000110101,10110101100010111
0110110100100000,10001101101001001,00111001011110011
0101111011000100,10100111101101001,01011100101010001
1010000000111000,10100110010001010,10100100101110111
1111101100111000,01111111001001000,11110001010010000
0100100101011111,11100011100000111,01111100110001111
0000101100010010,01111011010011101,00100010010011001
1110011011100011,01101000000110101,10110101100010111
0111101011011000,10000001000110100,00010000101101000
0000001001101001,01111111110011011,00000110111000111
0100000101101001,11111011000111000,01111111111001100
0101101111011001,10101111001100001,01100011010000001
0010010011010101,01001111001111111,01100100100000010
0100000110111101,11111011000111000,01111111111001100
0000010000110010,01111111010110110,00001100101110110
1010101010100100,10111111011111110,10010001011100111
0010011011100011,01001010011101000,01101000000110110
0001100100000111,01101000000110101,01001010011101000
0011001010010000,00101000111001010,01111001010001110
1001011001111000,10010011100001011,10111100000100100
1110000001100011,01011011010000111,10100110010001010
1011101101001100,11110001010010001,10000000110110110
1011011111101000,11100111011010000,10000010011001000
0000001001010110,01111111110011011,00000110111000111
0111010100100101,10000100101100010,00100010010011001
1110100000110000,01101010011000001,10111000110101011
1101010110110001,01000000100000001,10010001011100111
1000101110011010,10000101001111101,11011011110001101
0100001000010011,11111001000111001,01111111110011100
0000110100011000,01111001100100000,00101000000010100
1011101101110001,11110001010010001,10000000110110110
0010100000000010,01000111001010100,01101010011000010
1001110010010111,10011110000000101,10101101101010100
1011011101010001,11100101011101110,10000010110010011
0011101010011011,00010000101100111,01111110111001100
1010010000101000,10101111001100001,10011100101111110
0110011000010100,10011001000100100,01001100000100100
1100100011000001,00011010100010001,10000010110010011
0001111101111101,01011011010000111,01011001101110101
0110000110110101,10100001111110011,01010110110101100
1011101101010010,11110001010010001,10000000110110110
0011011111101100,00011000100101111,01111101100110111
1001100000001010,10010101100111110,10111000110101011
1101000110001000,00110101111000110,10001011111010000
0111010111100001,10000100001010111,00100000010111111
0100001111111110,11110011010001010,01111111010110111
0000001111000000,01111111010110110,00001100101110110
0011010010100010,00100010010011000,01111011010011110
1011000110010110,11010011010101011,10001000000011101
0001110110011111,01011111010111101,01010101010110111
1101111111001111,01011001101110101,10100100101110111
1011000000011000,11001111100111001,10001001100000100
0011011010011001,00011100011111000,01111100110001111
1011000111100100,11010101001101110,10000111011000000
0000001000101110,01111111110011011,00000110111000111
0100100010001101,11100101011101110,01111101001101100
0101110001100001,10101101101010100,01100001111111011
1111101110110000,01111111010110110,11110011010001001
1110000010101100,01011100101010000,10100111101101001
0011111000100000,00000100111000111,01111111111001100
1011110010000111,11110101010000101,10000000011101011
0100101110110000,11011011110001110,01111010110000011
0010101110110100,00111101000001001,01110000100000100
0110111110000111,10001010010010001,00110010001111010
0010101011101100,00111110110001000,01101111100010101
0010000101010110,01010110110101100,01011110000001101
1001011100101110,10010100100001011,10111010100000010
0110101110011110,10001111011111100,00111101000001010
0111010010010100,10000101001111101,00100100001110010
1010001110010100,10101101101010100,10011110000000100
0111110010011010,10000000011101100,00001010101111011
1001011000010010,10010010011110010,10111101110001101
1010101100110011,11000001001110111,10010000011101010
1101100101010010,01001010011101000,10010111111001001
1011011000111010,11100001100100010,10000011101011011
1011010000011001,11011011110001110,10000101001111100
1111101100010110,01111111001001000,11110001010010000
0111001001010111,10000111011000000,00101010110010100
1110110101111101,01110011001111011,11001000010100011
1110001111011010,01100011010000000,10101111001100001
0000011100101011,01111101111110011,00010110101000001
1001111010101110,10100001111110011,10101001001010011
1110001001001000,01011111010111101,10101010101001000
0000101010010111,01111011110101000,00100000010111111
0101011000011110,10111101110001110,01101101100001110
1101101001001101,01001101101010111,10011010010001010
1111101001101011,01111110111001011,11101111010010111
1001111001011000,10100001111110011,10101001001010011
1010111101010110,11001101110001000,10001010010001111
0100001010111001,11110111000111100,01111111101011101
1011000000000001,11001111100111001,10001001100000100
0011000010011001,00101110100010001,01110111001110101
1011110110101000,11111001000111001,10000000001100011
0111011001000100,10000011101011100,00011110011011110
1000110000111011,10000101110100110,11011001110111010
1001010010110011,10010000011101011,11000001001110110
1000110001111010,10000101110100110,11011001110111010
1011110111010000,11111001000111001,10000000001100011
1110000000001011,01011011010000111,10100110010001010
0010000001011101,01011001101110101,01011011010001000
1101110100000110,01010011110110110,10011111010011101
1110111011001101,01110100111010100,11001011111011011
1110111110000000,01110101101101110,11001101110000101
1111110000000111,01111111010110110,11110011010001001
0100001000101101,11111001000111001,01111111110011100
1011001011010010,11010111000110101,10000110101110001
0010010001001100,01010000110011110,01100011010000001
0001001000000000,01110100000101101,00110101111001001
1101101001100111,01001101101010111,10011010010001010
1100010000001010,00001100101110101,10000000101001000
1000011100010000,10000010000001100,11101001010111110
0100010010101110,11110001010010001,01111111001001001
0011100000011110,00011000100101111,01111101100110111
0100001100100100,11110101010000101,01111111100010100
0010010001101111,01010000110011110,01100011010000001
0010110000010101,00111011010000010,01110001011100101
0010010011010011,01001111001111111,01100100100000010
1001111011110111,10100011010101111,10100111101101001
1001111110011000,10100100101111000,10100110010001010
1100011101101011,00010110101000000,10000010000001011
0111111101110101,10000000000000110,00000000111001001
0000010110011001,01111110111001011,00010000101101000
1000001111101010,10000000101001001,11110011010001001
1001011011001101,10010011100001011,10111100000100100
1000110010011000,10000101110100110,11011001110111010
0101010101000010,10111111011111110,01101110100011000
0110010111101100,10011001000100100,01001100000100100
1000100010001001,10000010110010100,11100101011101101
0000100001011111,01111101001101011,00011010100010010
1001111011001110,10100011010101111,10100111101101001
0010000010011001,01011001101110101,01011011010001000
0011011100010101,00011100011111000,01111100110001111
0101101011100001,10110010010101000,01100101101110101
1000100001101011,10000010110010100,11100101011101101
0101000011101111,11001011111011110,01110100111010110
1011001110110101,11011001110111011,10000101110100101
0011011011110010,00011100011111000,01111100110001111
0101001000001111,11001000010100100,01110011001111100
0111000010110011,10001000110001010,00101110100010100
0000000000110110,01111111111111001,00000000111001001
1110000010000110,01011011010000111,10100110010001010
0111111001100010,10000000000110100,00000100111001000
0110000000010000,10100100101111000,01011001101110101
1111100001010010,01111101100110110,11100111011001111
0000110000100010,01111010001011001,00100110001000101
1001100101000100,10010111111001010,10110101100010111
0111011110110110,10000010110010100,00011010100010010
1000100010011001,10000010110010100,11100101011101101
1111011110100011,01111101001101011,11100101011101101
0000111100111010,01110111001110101,00101110100010100
1110011100010010,01101001010000010,10110111001011100
0111000011101110,10001000110001010,00101110100010100
0100100111101000,11100001100100010,01111100010100100
0100101100001110,11011101101100111,01111011010011110
1001001011010100,10001101101001001,11000110100001100
1101010000011111,00111101000001001,10001111011111011
0101111001110110,10101001001010011,01011110000001101
1100001100000001,00001000111000011,10000000010100010
1010100001111110,10111010100000010,10010100100001010
1110100000111010,01101010011000001,10111000110101011
0011100111100010,00010010101011011,01111110100111111
0100111110100100,11001111100111001,01110110011111011
1011101100101010,11110001010010001,10000000110110110
1111100110010011,01111110010100001,11101011010110000
0101110000100010,10101111001100001,01100011010000001
1100101011100011,00100010010011000,10000100101100001
0011110000111101,00001100101110101,01111111010110111
1101110111101110,01010101010110111,10100000101000001
0100100010011011,11100101011101110,01111101001101100
1101110000010011,01010000110011110,10011100101111110
1001101111101001,10011100101111111,10101111001100001
0000001111010011,01111111010110110,00001100101110110
0001001111010001,01110001011100100,00111011010000011
1111111001100110,01111111111001011,11111011000110111
0001100000111110,01101010011000001,01000111001010100
1011001110011110,11011001110111011,10000101110100101
0100110100111001,11010111000110101,01111001010001110
0000010110111011,01111110100111110,00010010101011100
0100001101000111,11110101010000101,01111111100010100
0001110010011111,01100001111111010,01010010010101011
0001101101001010,01100100100000001,01001111001111111
1010101100001110,11000001001110111,10010000011101010
0100011000011011,11101101010100100,01111110100111111
1100011100101010,00010110101000000,10000010000001011
1011010011000110,11011101101100111,10000100101100001
0101101101001101,10110000110000000,01100100100000010
0101110010001110,10101101101010100,01100001111111011
1001100001110111,10010110101111101,10110111001011100
1101110000101001,01010000110011110,10011100101111110
0010110001010001,00111011010000010,01110001011100101
1001111100011111,10100011010101111,10100111101101001
1110000101111010,01011110000001100,10101001001010011
0010110101011100,00110111101011011,01110011001111100
0010101011010000,00111110110001000,01101111100010101
1100001110110111,00001010101111010,10000000011101011
0011111110000111,00000000111001000,01111111111111010
1100100001110110,00011010100010001,10000010110010011
1110110111001010,01110011001111011,11001000010100011
1001110100101011,10011111010011110,10101100001001001
0111010100000010,10000100101100010,00100010010011001
0001000000101011,01110101101101110,00110010001111010
1001101110100101,10011100101111111,10101111001100001
1000001001000010,10000000001100100,11111001000111000
1100011001000001,00010010101011011,10000001011000000
1111000100011010,01110111001110101,11010001011101011
1111100111001111,01111110100111110,11101101010100011
1000110101000001,10000110101110001,11010111000110010
1100010000100011,00001100101110101,10000000101001000
0000111101110000,01110111001110101,00101110100010100
1000010010001011,10000000110110111,11110001010010000
1100001001111001,00000110111000110,10000000001100011
1101001000010101,00110111101011011,10001100110000011
1001111010000110,10100001111110011,10101001001010011
0111111111110100,10000000000000110,00000000111001001
1000010100101101,10000001000110100,11101111010010111
0110010011111011,10011011011111110,01001111001111111
1011101011010111,11101111010011000,10000001000110011
1001110011011001,10011111010011110,10101100001001001
1001100101110111,10010111111001010,10110101100010111
0111011011110111,10000011001110001,00011100011111001
0111000111001100,10001000000011101,00101100101010111
0001101001000011,01100101101110100,01001101101010111
0011111001000111,00000100111000111,01111111111001100
1011101110100000,11110011010001010,10000000101001000
0010010100010000,01001111001111111,01100100100000010
0011111101110100,00000000111001000,01111111111111010
1111111001010011,01111111111001011,11111011000110111
0010101110010011,00111101000001001,01110000100000100
1100000111110101,00000110111000110,10000000001100011
1101010100000000,00111110110001000,10010000011101010
0001101010001010,01100101101110100,01001101101010111
1000011011111000,10000010000001100,11101001010111110
0000110011101101,01111001100100000,00101000000010100
1100100110001011,00011110011011101,10000011101011011
1100010011001110,00001110101101110,10000000110110110
1011111101111011,11111111000110111,10000000000000101
0010111011110010,00110100000100001,01110100111010110
0100101111000100,11011011110001110,01111010110000011
0011100111010001,00010010101011011,01111110100111111
0000001000100110,01111111110011011,00000110111000111
0011001110001010,00100110001000100,01111010001011010
1101011001000001,01000010001110001,10010010011110001
0100011011100000,11101011010110001,01111110010100010
0101100100110010,10110101100010111,01101000000110110
0000101100011111,01111011010011101,00100010010011001
0010010111110100,01001100000100100,01100110111011100
1101010000000110,00111101000001001,10001111011111011
0001001100011011,01110010010110110,00111001011110011
0111111011100001,10000000000010101,00000010111001001
0001001111101010,01110001011100100,00111011010000011
1000100111011101,10000011101011100,11100001100100001
0010110011101000,00111001011110010,01110010010110111
0110001010110000,10011111010011110,01010011110110110
0001100100111001,01101000000110101,01001010011101000
0000011011000000,01111110010100001,00010100101001111
0011100110111010,00010010101011011,01111110100111111
0000011111101110,01111101100110110,00011000100110000
1011000010000010,11001111100111001,10001001100000100
0011111111101011,00000000111001000,01111111111111010
0110011101101101,10010110101111101,01001000110100011
0011110101100010,00001000111000011,01111111101011101
0001011011001011,01101100011110100,01000011111011011
1010001001101011,10101010101001000,10100000101000001
0010111101101101,00110010001110111,01110101101110000
1011101000111101,11101101010100100,10000001011000000
0000111010111101,01110111111100010,00101100101010111
1101010100000100,00111110110001000,10010000011101010
0011010011101010,00100010010011000,01111011010011110
0001000110000111,01110100000101101,00110101111001001
1100110000111100,00100110001000100,10000101110100101
1000111110011000,10001001100000110,11001111100110110
0110001010001001,10100000101000010,01010101010110111
0011001011100101,00101000000010011,01111001100100001
1000001010101110,10000000010100011,11110111000111011
0111001111011011,10000101110100110,00100110001000101
0011100100110001,00010100101001110,01111110010100010
1101001000110010,00110111101011011,10001100110000011
1101010101101000,01000000100000001,10010001011100111
1101001001111001,00110111101011011,10001100110000011
0000101000110011,01111011110101000,00100000010111111
1101011010000101,01000011111011010,10010011100001010
1100010000010010,00001100101110101,10000000101001000
1000000100100000,10000000000010101,11111101000110110
1001101111100101,10011100101111111,10101111001100001
0000100010101110,01111101001101011,00011010100010010
1111001001111011,01111001010001110,11010111000110010
1001111101001010,10100011010101111,10100111101101001
1100001001100010,00000110111000110,10000000001100011
1101110001110110,01010010010101011,10011110000000100
1111110010010010,01111111100010011,11110101010000100
0000011011011011,01111110010100001,00010100101001111
0011111111011001,00000000111001000,01111111111111010
1111110010010011,01111111100010011,11110101010000100
0100100101101011,11100011100000111,01111100110001111
0001000011110111,01110100111010100,00110100000100100
1111001101110111,01111010001011001,11011001110111010
0001101001010010,01100101101110100,01001101101010111
0010000001101101,01011001101110101,01011011010001000
1111111010000001,01111111111001011,11111011000110111
1111100011010110,01111101111110011,11101001010111110
1011000100000001,11010001011101110,10001000110001010
